Year,Month,Line,DayType,Riders,Shakeup,Provider,Mode,Days
2016,3,163,DX,9432,201601,DO,Bus,23
2010,3,760,DX,9161,200912,DO,Bus,23
2019,10,744,DX,9227,201906,DO,Bus,23
2009,7,55,DX,10358,200906,DO,Bus,23
2011,8,70,DX,12341,201106,DO,Bus,23
2018,8,40,DX,14293,201806,DO,Bus,23
2020,7,258,DX,879,202006,DO,Bus,23
2009,7,603,DX,5348.13043478261,200906,PT,Bus,23
2018,10,207,DX,17059,201806,DO,Bus,23
2018,8,164,DX,5813,201806,DO,Bus,23
2018,8,155,DX,1436,201806,DO,Bus,23
2020,7,81,DX,6147,202006,DO,Bus,23
2015,7,55,DX,7644,201506,DO,Bus,23
2021,3,794,DX,2037,202012,DO,Bus,23
2009,7,156,DX,2287,200906,DO,Bus,23
2019,10,230,DX,4515,201906,DO,Bus,23
2017,3,92,DX,4665,201612,DO,Bus,23
2010,3,78,DX,12205,200912,DO,Bus,23
2011,3,256,DX,1613.4347826087,201012,PT,Bus,23
2010,3,761,DX,11901,200912,DO,Bus,23
2009,7,445,DX,1314,200906,DO,Bus,23
2022,8,802,DX,71512,202206,DO,Rail,23
2016,3,804,DX,52672.4,201601,DO,Rail,23
2015,7,704,DX,11621,201506,DO,Bus,23
2014,10,217,DX,8472,201406,DO,Bus,23
2017,8,534,DX,1735,201706,DO,Bus,23
2014,10,268,DX,2200,201406,DO,Bus,23
2022,3,294,DX,1252,202202,DO,Bus,23
2022,3,217,DX,6641,202202,DO,Bus,23
2020,7,728,DX,2078,202006,DO,Bus,23
2012,8,201,DX,1047,201206,DO,Bus,23
2017,8,202,DX,223,201706,DO,Bus,23
2018,8,20,DX,12868,201806,DO,Bus,23
2016,8,163,DX,9551,201606,DO,Bus,23
2011,3,801,DX,77805.393,201012,DO,Rail,23
2023,8,807,DX,3109,202306,DO,Rail,23
2018,8,232,DX,4877,201806,PT,Bus,23
2011,8,620,DX,280,201106,DO,Bus,23
2018,10,81,DX,14095,201806,DO,Bus,23
2012,10,728,DX,6236,201206,DO,Bus,23
2018,10,217,DX,6571,201806,DO,Bus,23
2018,10,268,DX,1768,201806,DO,Bus,23
2022,8,611,DX,1497,202206,DO,Bus,23
2022,3,218,DX,463,202202,PT,Bus,23
2023,3,102,DX,1331,202212,DO,Bus,23
2022,8,127,DX,1175,202206,DO,Bus,23
2016,8,607,DX,67,201606,PT,Bus,23
2012,10,78,DX,12515,201206,DO,Bus,23
2015,7,901,DX,24617,201506,DO,Bus,23
2012,8,600,DX,87,201206,DO,Bus,23
2017,3,152,DX,11129,201612,DO,Bus,23
2011,8,607,DX,42.8260869565217,201106,PT,Bus,23
2010,3,222,DX,1435,200912,DO,Bus,23
2017,3,20,DX,13809,201612,DO,Bus,23
2016,8,130,DX,3032,201606,PT,Bus,23
2013,10,246,DX,3001,201306,DO,Bus,23
2023,3,20,DX,7857,202212,DO,Bus,23
2016,3,232,DX,5995,201601,PT,Bus,23
2010,3,167,DX,1968.52173913043,200912,PT,Bus,23
2016,3,265,DX,1622,201601,DO,Bus,23
2022,3,236,DX,1549,202202,DO,Bus,23
2022,3,267,DX,857,202202,DO,Bus,23
2011,8,254,DX,742.130434782609,201106,PT,Bus,23
2015,7,788,DX,1646,201506,DO,Bus,23
2018,10,62,DX,4243,201806,DO,Bus,23
2012,10,180,DX,11394,201206,DO,Bus,23
2011,8,260,DX,11747,201106,DO,Bus,23
2013,10,442,DX,306,201306,DO,Bus,23
2020,7,687,DX,437,202006,DO,Bus,23
2018,8,30,DX,12633,201806,DO,Bus,23
2016,3,710,DX,7380,201601,DO,Bus,23
2018,10,78,DX,8848,201806,DO,Bus,23
2013,10,175,DX,852,201306,DO,Bus,23
2013,10,236,DX,3039,201306,DO,Bus,23
2018,8,910,DX,15094,201806,DO,Bus,23
2009,7,741,DX,2478,200906,DO,Bus,23
2023,8,106,DX,3870,202306,DO,Bus,23
2011,3,66,DX,20617,201012,DO,Bus,23
2021,3,40,DX,9715,202012,DO,Bus,23
2023,8,53,DX,10276,202306,DO,Bus,23
2020,7,601,DX,396,202006,DO,Bus,23
2012,8,268,DX,2120,201206,DO,Bus,23
2017,8,33,DX,10482,201706,DO,Bus,23
2016,8,205,DX,3899,201606,PT,Bus,23
2021,3,150,DX,4115,202012,DO,Bus,23
2010,3,734,DX,4843,200912,DO,Bus,23
2014,10,267,DX,3887,201406,DO,Bus,23
2011,8,156,DX,1778,201106,DO,Bus,23
2023,3,182,DX,2409,202212,DO,Bus,23
2021,3,18,DX,13031,202012,DO,Bus,23
2015,7,158,DX,2090,201506,DO,Bus,23
2010,3,166,DX,7233,200912,DO,Bus,23
2020,7,78,DX,3514,202006,DO,Bus,23
2014,10,201,DX,1266,201406,DO,Bus,23
2018,10,685,DX,578,201806,DO,Bus,23
2021,3,70,DX,4988,202012,DO,Bus,23
2023,3,202,DX,163,202212,DO,Bus,23
2015,7,92,DX,5164,201506,DO,Bus,23
2014,10,125,DX,6256,201406,PT,Bus,23
2012,8,190,DX,8155,201206,DO,Bus,23
2019,10,14,DX,18429,201906,DO,Bus,23
2011,3,163,DX,10785,201012,DO,Bus,23
2015,7,167,DX,2270,201506,PT,Bus,23
2013,10,233,DX,15010,201306,DO,Bus,23
2021,3,14,DX,6504,202012,DO,Bus,23
2020,7,165,DX,2919,202006,DO,Bus,23
2018,10,125,DX,4887,201806,PT,Bus,23
2010,3,704,DX,12461,200912,DO,Bus,23
2017,3,71,DX,1569,201612,DO,Bus,23
2009,7,305,DX,2756,200906,DO,Bus,23
2012,8,910,DX,11449,201206,DO,Bus,23
2017,8,612,DX,1244,201706,DO,Bus,23
2012,10,218,DX,1179.73913043478,201206,PT,Bus,23
2015,7,10,DX,11673,201506,DO,Bus,23
2021,3,243,DX,624,202012,DO,Bus,23
2017,3,802,DX,144327,201612,DO,Rail,23
2012,10,20,DX,17791,201206,DO,Bus,23
2015,7,344,DX,1767,201506,DO,Bus,23
2019,10,81,DX,14190,201906,DO,Bus,23
2018,10,45,DX,14654,201806,DO,Bus,23
2011,8,200,DX,14846,201106,DO,Bus,23
2009,7,233,DX,17127,200906,DO,Bus,23
2011,3,128,DX,1280.86956521739,201012,PT,Bus,23
2023,3,230,DX,2591,202212,DO,Bus,23
2022,8,550,DX,669,202206,DO,Bus,23
2023,3,164,DX,4827,202212,DO,Bus,23
2023,3,154,DX,421,202212,DO,Bus,23
2016,8,804,DX,50744,201606,DO,Rail,23
2021,3,733,DX,4713,202012,DO,Bus,23
2011,3,704,DX,11937,201012,DO,Bus,23
2014,10,96,DX,1532,201406,PT,Bus,23
2015,7,806,DX,30684.9101088369,201506,DO,Rail,23
2010,3,128,DX,1181.47826086957,200912,PT,Bus,23
2022,8,166,DX,4309,202206,DO,Bus,23
2012,8,209,DX,1034,201206,DO,Bus,23
2023,3,16,DX,16780,202212,DO,Bus,23
2019,10,222,DX,1412,201906,DO,Bus,23
2014,10,218,DX,1160,201406,PT,Bus,23
2016,3,128,DX,1278,201601,PT,Bus,23
2014,10,258,DX,2057,201406,DO,Bus,23
2010,3,84,DX,9195,200912,DO,Bus,23
2021,3,611,DX,1133,202012,DO,Bus,23
2019,10,728,DX,5937,201906,DO,Bus,23
2018,8,207,DX,16964,201806,DO,Bus,23
2017,8,106,DX,369,201706,DO,Bus,23
2011,8,130,DX,2914.13043478261,201106,PT,Bus,23
2011,3,20,DX,17199,201012,DO,Bus,23
2020,7,158,DX,740,202006,DO,Bus,23
2020,7,734,DX,3181,202006,DO,Bus,23
2015,7,51,DX,26362,201506,DO,Bus,23
2021,3,2,DX,5322,202012,DO,Bus,23
2016,8,757,DX,12511,201606,DO,Bus,23
2022,3,266,DX,4005,202202,PT,Bus,23
2015,7,687,DX,1475,201506,DO,Bus,23
2010,3,770,DX,9952,200912,DO,Bus,23
2009,7,236,DX,2328,200906,DO,Bus,23
2022,8,209,DX,323,202206,DO,Bus,23
2015,7,20,DX,16228,201506,DO,Bus,23
2011,8,90,DX,6113,201106,DO,Bus,23
2019,10,66,DX,11221,201906,DO,Bus,23
2021,3,155,DX,350,202012,DO,Bus,23
2011,3,127,DX,666,201012,DO,Bus,23
2016,3,754,DX,19822,201601,DO,Bus,23
2013,10,910,DX,14466,201306,DO,Bus,23
2016,3,204,DX,21593,201601,DO,Bus,23
2020,7,910,DX,6030,202006,DO,Bus,23
2016,3,94,DX,4973,201601,DO,Bus,23
2018,8,705,DX,5125,201806,DO,Bus,23
2016,8,33,DX,10373,201606,DO,Bus,23
2023,3,218,DX,518,202212,PT,Bus,23
2016,3,230,DX,4490,201601,DO,Bus,23
2017,3,175,DX,951,201612,DO,Bus,23
2015,7,110,DX,9027,201506,DO,Bus,23
2023,8,55,DX,7158,202306,DO,Bus,23
2010,3,33,DX,24187,200912,DO,Bus,23
2015,7,161,DX,1404,201506,DO,Bus,23
2021,3,601,DX,327,202012,DO,Bus,23
2014,10,18,DX,22438,201406,DO,Bus,23
2011,3,287,DX,772,201012,DO,Bus,23
2014,10,207,DX,20300,201406,DO,Bus,23
2022,8,28,DX,8579,202206,DO,Bus,23
2019,10,910,DX,22347,201906,DO,Bus,23
2021,3,232,DX,2770,202012,PT,Bus,23
2020,7,607,DX,24,202006,PT,Bus,23
2011,8,76,DX,10711,201106,DO,Bus,23
2022,8,60,DX,13106,202206,DO,Bus,23
2022,3,96,DX,602,202202,PT,Bus,23
2015,7,685,DX,566,201506,DO,Bus,23
2023,8,105,DX,14196,202306,DO,Bus,23
2023,8,256,DX,469,202306,PT,Bus,23
2023,8,62,DX,3071,202306,DO,Bus,23
2018,8,209,DX,737,201806,DO,Bus,23
2011,3,620,DX,313,201012,DO,Bus,23
2014,10,205,DX,5116,201406,PT,Bus,23
2016,3,246,DX,2610,201601,DO,Bus,23
2013,10,754,DX,21426,201306,DO,Bus,23
2016,3,218,DX,1070,201601,PT,Bus,23
2009,7,704,DX,12479,200906,DO,Bus,23
2022,3,260,DX,8429,202202,DO,Bus,23
2016,8,28,DX,10683,201606,DO,Bus,23
2010,3,439,DX,993,200912,DO,Bus,23
2021,3,110,DX,3310,202012,DO,Bus,23
2011,8,222,DX,1390,201106,DO,Bus,23
2010,3,60,DX,18221,200912,DO,Bus,23
2012,8,804,DX,42125.1,201206,DO,Rail,23
2013,10,207,DX,22304,201306,DO,Bus,23
2014,10,183,DX,2378,201406,DO,Bus,23
2018,8,166,DX,5620,201806,DO,Bus,23
2012,8,265,DX,1683,201206,DO,Bus,23
2016,3,90,DX,7797,201601,DO,Bus,23
2017,8,801,DX,72202,201706,DO,Rail,23
2016,8,71,DX,1606,201606,DO,Bus,23
2020,7,740,DX,871,202006,DO,Bus,23
2011,3,200,DX,15599,201012,DO,Bus,23
2017,8,577,DX,814,201706,PT,Bus,23
2014,10,720,DX,39898,201406,DO,Bus,23
2018,8,501,DX,1506,201806,PT,Bus,23
2023,8,115,DX,10899,202306,DO,Bus,23
2011,8,239,DX,873,201106,DO,Bus,23
2013,10,183,DX,2658,201306,DO,Bus,23
2020,7,205,DX,1487,202006,PT,Bus,23
2014,10,243,DX,2248,201406,DO,Bus,23
2018,10,18,DX,18275,201806,DO,Bus,23
2019,10,161,DX,1195,201906,DO,Bus,23
2014,10,71,DX,2084,201406,DO,Bus,23
2019,10,175,DX,981,201906,DO,Bus,23
2011,8,760,DX,6594,201106,DO,Bus,23
2023,3,754,DX,11987,202212,DO,Bus,23
2019,10,163,DX,9653,201906,DO,Bus,23
2016,3,233,DX,12056,201601,DO,Bus,23
2016,3,164,DX,6475,201601,DO,Bus,23
2023,3,258,DX,1622,202212,DO,Bus,23
2009,7,220,DX,523,200906,DO,Bus,23
2023,3,550,DX,266,202212,DO,Bus,23
2018,10,611,DX,1683,201806,DO,Bus,23
2016,8,268,DX,1879,201606,DO,Bus,23
2016,3,14,DX,18430,201601,DO,Bus,23
2010,3,730,DX,5280,200912,DO,Bus,23
2023,3,78,DX,5900,202212,DO,Bus,23
2010,3,105,DX,12571,200912,DO,Bus,23
2014,10,156,DX,1743,201406,DO,Bus,23
2018,10,720,DX,27973,201806,DO,Bus,23
2013,10,245,DX,3456,201306,DO,Bus,23
2013,10,685,DX,912,201306,DO,Bus,23
2010,3,190,DX,8380,200912,DO,Bus,23
2010,3,14,DX,18137,200912,DO,Bus,23
2017,3,534,DX,1677,201612,DO,Bus,23
2014,10,81,DX,18045,201406,DO,Bus,23
2021,3,802,DX,55296,202012,DO,Rail,23
2020,7,40,DX,8982,202006,DO,Bus,23
2016,8,770,DX,7092,201606,DO,Bus,23
2009,7,754,DX,20975,200906,DO,Bus,23
2011,8,92,DX,5661,201106,DO,Bus,23
2023,8,267,DX,1125,202306,DO,Bus,23
2021,3,10,DX,4570,202012,DO,Bus,23
2010,3,233,DX,12792,200912,DO,Bus,23
2022,8,70,DX,12603,202206,DO,Bus,23
2018,8,254,DX,757,201806,PT,Bus,23
2023,8,120,DX,2966,202306,DO,Bus,23
2019,10,60,DX,15062,201906,DO,Bus,23
2017,3,740,DX,2869,201612,DO,Bus,23
2017,8,687,DX,1311,201706,DO,Bus,23
2022,8,62,DX,2798,202206,DO,Bus,23
2015,7,90,DX,7579,201506,DO,Bus,23
2013,10,460,DX,5291,201306,DO,Bus,23
2022,8,162,DX,7588,202206,DO,Bus,23
2016,3,236,DX,2410,201601,DO,Bus,23
2018,8,252,DX,1918,201806,DO,Bus,23
2011,8,125,DX,4668.73913043478,201106,PT,Bus,23
2017,3,66,DX,12278,201612,DO,Bus,23
2012,10,28,DX,8834,201206,DO,Bus,23
2018,10,201,DX,1041,201806,DO,Bus,23
2021,3,53,DX,6807,202012,DO,Bus,23
2017,3,550,DX,1453,201612,DO,Bus,23
2017,3,130,DX,3027,201612,PT,Bus,23
2012,10,169,DX,2738,201206,DO,Bus,23
2023,8,258,DX,1831,202306,DO,Bus,23
2023,3,2,DX,16338,202212,DO,Bus,23
2018,10,177,DX,425,201806,PT,Bus,23
2017,3,183,DX,1994,201612,DO,Bus,23
2022,8,207,DX,21152,202206,DO,Bus,23
2023,8,605,DX,2072,202306,PT,Bus,23
2012,8,14,DX,20595,201206,DO,Bus,23
2021,3,265,DX,594,202012,DO,Bus,23
2014,10,794,DX,5070,201406,DO,Bus,23
2011,3,268,DX,2372,201012,DO,Bus,23
2022,3,166,DX,4293,202202,DO,Bus,23
2020,7,750,DX,1179,202006,DO,Bus,23
2020,7,710,DX,2679,202006,DO,Bus,23
2021,3,801,DX,24143,202012,DO,Rail,23
2010,3,305,DX,2897,200912,DO,Bus,23
2018,10,212,DX,11954,201806,DO,Bus,23
2023,3,76,DX,5173,202212,DO,Bus,23
2020,7,62,DX,1983,202006,DO,Bus,23
2011,3,236,DX,2766,201012,DO,Bus,23
2016,8,158,DX,2118,201606,DO,Bus,23
2012,10,745,DX,7080,201206,DO,Bus,23
2023,3,605,DX,1853,202212,PT,Bus,23
2023,3,686,DX,192,202212,DO,Bus,23
2012,8,207,DX,22855,201206,DO,Bus,23
2015,7,177,DX,228,201506,PT,Bus,23
2016,3,169,DX,2334,201601,DO,Bus,23
2014,10,211,DX,774,201406,DO,Bus,23
2009,7,165,DX,8927,200906,DO,Bus,23
2010,3,445,DX,1395,200912,DO,Bus,23
2018,8,204,DX,21842,201806,DO,Bus,23
2023,3,127,DX,1451,202212,DO,Bus,23
2011,8,217,DX,8132,201106,DO,Bus,23
2023,8,460,DX,3804,202306,DO,Bus,23
2015,7,750,DX,3214,201506,DO,Bus,23
2016,8,10,DX,12282,201606,DO,Bus,23
2018,8,53,DX,11501,201806,DO,Bus,23
2012,8,128,DX,1188.30434782609,201206,PT,Bus,23
2017,3,750,DX,2751,201612,DO,Bus,23
2018,10,161,DX,1169,201806,DO,Bus,23
2022,3,207,DX,20290,202202,DO,Bus,23
2016,8,218,DX,988,201606,PT,Bus,23
2010,3,35,DX,9578,200912,DO,Bus,23
2017,3,237,DX,2002,201612,DO,Bus,23
2019,10,806,DX,53242,201906,DO,Rail,23
2014,10,51,DX,28230,201406,DO,Bus,23
2011,8,234,DX,6339,201106,DO,Bus,23
2021,3,754,DX,8441,202012,DO,Bus,23
2022,8,152,DX,7431,202206,DO,Bus,23
2015,7,757,DX,12935,201506,DO,Bus,23
2011,3,705,DX,8392,201012,DO,Bus,23
2018,8,212,DX,11689,201806,DO,Bus,23
2017,3,788,DX,1904,201612,DO,Bus,23
2014,10,260,DX,12832,201406,DO,Bus,23
2016,8,751,DX,4590,201606,DO,Bus,23
2011,3,625,DX,282.260869565217,201012,PT,Bus,23
2010,3,165,DX,9266,200912,DO,Bus,23
2017,8,251,DX,8549,201706,DO,Bus,23
2016,8,62,DX,4733,201606,DO,Bus,23
2011,3,18,DX,26174,201012,DO,Bus,23
2011,3,252,DX,2783,201012,DO,Bus,23
2020,7,237,DX,1015,202006,DO,Bus,23
2016,8,910,DX,14672,201606,DO,Bus,23
2013,10,450,DX,2065,201306,DO,Bus,23
2014,10,550,DX,1838,201406,DO,Bus,23
2016,8,292,DX,2249,201606,DO,Bus,23
2020,7,751,DX,2008,202006,DO,Bus,23
2014,10,265,DX,1923,201406,DO,Bus,23
2023,3,45,DX,12003,202212,DO,Bus,23
2016,3,125,DX,5271,201601,PT,Bus,23
2022,3,720,DX,18311,202202,DO,Bus,23
2013,10,165,DX,9438,201306,DO,Bus,23
2022,8,45,DX,11923,202206,DO,Bus,23
2012,10,757,DX,14861,201206,DO,Bus,23
2023,8,76,DX,5663,202306,DO,Bus,23
2016,3,206,DX,12760,201601,DO,Bus,23
2021,3,854,DX,1119,202012,DO,Bus,23
2011,8,230,DX,4549,201106,DO,Bus,23
2017,3,90,DX,7818,201612,DO,Bus,23
2022,3,102,DX,1325,202202,DO,Bus,23
2012,10,450,DX,1771,201206,DO,Bus,23
2016,3,190,DX,6449,201601,DO,Bus,23
2023,8,344,DX,1462,202306,DO,Bus,23
2012,8,166,DX,6587,201206,DO,Bus,23
2016,8,110,DX,8963,201606,DO,Bus,23
2009,7,111,DX,14343,200906,DO,Bus,23
2022,3,110,DX,5855,202202,DO,Bus,23
2017,3,745,DX,5871,201612,DO,Bus,23
2016,8,206,DX,12524,201606,DO,Bus,23
2023,8,754,DX,12081,202306,DO,Bus,23
2022,3,158,DX,1169,202202,DO,Bus,23
2017,3,607,DX,75,201612,PT,Bus,23
2011,8,206,DX,12738,201106,DO,Bus,23
2020,7,251,DX,5082,202006,DO,Bus,23
2011,3,733,DX,13340,201012,DO,Bus,23
2017,8,788,DX,1876,201706,DO,Bus,23
2012,8,267,DX,3516,201206,DO,Bus,23
2016,8,780,DX,8559,201606,DO,Bus,23
2011,8,155,DX,1731,201106,DO,Bus,23
2010,3,76,DX,10965,200912,DO,Bus,23
2010,3,108,DX,17678,200912,DO,Bus,23
2018,10,90,DX,7563,201806,DO,Bus,23
2018,10,66,DX,11396,201806,DO,Bus,23
2022,3,127,DX,1198,202202,DO,Bus,23
2013,10,710,DX,9591,201306,DO,Bus,23
2018,8,550,DX,1388,201806,DO,Bus,23
2012,8,750,DX,4814,201206,DO,Bus,23
2009,7,762,DX,5267,200906,DO,Bus,23
2022,3,182,DX,2189,202202,DO,Bus,23
2022,3,686,DX,198,202202,DO,Bus,23
2021,3,205,DX,1564,202012,PT,Bus,23
2016,3,117,DX,8456,201601,DO,Bus,23
2014,10,167,DX,2818,201406,PT,Bus,23
2017,8,200,DX,11819,201706,DO,Bus,23
2011,3,130,DX,3160.73913043478,201012,PT,Bus,23
2015,7,734,DX,6604,201506,DO,Bus,23
2014,10,236,DX,2943,201406,DO,Bus,23
2016,8,239,DX,861,201606,DO,Bus,23
2022,8,242,DX,1262,202206,DO,Bus,23
2021,3,230,DX,1551,202012,DO,Bus,23
2022,3,802,DX,85959,202202,DO,Rail,23
2019,10,150,DX,8849,201906,DO,Bus,23
2021,3,120,DX,1504,202012,DO,Bus,23
2017,8,607,DX,63,201706,PT,Bus,23
2012,8,127,DX,786,201206,DO,Bus,23
2012,10,163,DX,11114,201206,DO,Bus,23
2015,7,265,DX,1713,201506,DO,Bus,23
2017,8,487,DX,3479,201706,DO,Bus,23
2018,10,665,DX,800,201806,DO,Bus,23
2016,8,258,DX,2549,201606,DO,Bus,23
2019,10,28,DX,8574,201906,DO,Bus,23
2012,8,115,DX,16631,201206,DO,Bus,23
2013,10,577,DX,914,201306,PT,Bus,23
2017,8,175,DX,834,201706,DO,Bus,23
2016,8,734,DX,6406,201606,DO,Bus,23
2020,7,602,DX,384,202006,DO,Bus,23
2022,3,28,DX,7723,202202,DO,Bus,23
2021,3,501,DX,380,202012,PT,Bus,23
2016,8,177,DX,287,201606,PT,Bus,23
2013,10,94,DX,6348,201306,DO,Bus,23
2012,10,83,DX,3581,201206,DO,Bus,23
2016,8,117,DX,8560,201606,DO,Bus,23
2012,10,102,DX,2605,201206,DO,Bus,23
2016,8,728,DX,5540,201606,DO,Bus,23
2018,8,201,DX,1009,201806,DO,Bus,23
2018,8,260,DX,9744,201806,DO,Bus,23
2023,3,66,DX,11082,202212,DO,Bus,23
2018,10,802,DX,138556,201806,DO,Rail,23
2019,10,780,DX,6976,201906,DO,Bus,23
2009,7,117,DX,10049,200906,DO,Bus,23
2020,7,166,DX,2249,202006,DO,Bus,23
2011,3,685,DX,684,201012,DO,Bus,23
2016,3,260,DX,11498,201601,DO,Bus,23
2017,3,806,DX,59931,201612,DO,Rail,23
2009,7,127,DX,679,200906,DO,Bus,23
2018,8,665,DX,664,201806,DO,Bus,23
2013,10,901,DX,31780,201306,DO,Bus,23
2012,8,803,DX,45536.43,201206,DO,Rail,23
2012,10,687,DX,1962,201206,DO,Bus,23
2017,3,268,DX,1834,201612,DO,Bus,23
2012,10,117,DX,10257,201206,DO,Bus,23
2020,7,161,DX,460,202006,DO,Bus,23
2020,7,487,DX,777,202006,DO,Bus,23
2016,8,35,DX,8969,201606,DO,Bus,23
2014,10,234,DX,6329,201406,DO,Bus,23
2014,10,611,DX,1857,201406,DO,Bus,23
2018,8,685,DX,431,201806,DO,Bus,23
2016,3,83,DX,2898,201601,DO,Bus,23
2016,8,762,DX,3794,201606,DO,Bus,23
2012,8,258,DX,1923,201206,DO,Bus,23
2023,8,51,DX,16968,202306,DO,Bus,23
2014,10,105,DX,12772,201406,DO,Bus,23
2020,7,28,DX,4813,202006,DO,Bus,23
2021,3,166,DX,2717,202012,DO,Bus,23
2012,10,105,DX,13725,201206,DO,Bus,23
2011,8,33,DX,12173,201106,DO,Bus,23
2011,8,126,DX,208,201106,DO,Bus,23
2023,3,166,DX,4829,202212,DO,Bus,23
2017,8,165,DX,7519,201706,DO,Bus,23
2013,10,108,DX,18572,201306,DO,Bus,23
2012,8,206,DX,13767,201206,DO,Bus,23
2014,10,127,DX,983,201406,DO,Bus,23
2019,10,4,DX,15595,201906,DO,Bus,23
2016,3,4,DX,15695,201601,DO,Bus,23
2012,8,801,DX,92005.95,201206,DO,Rail,23
2022,3,106,DX,3266,202202,DO,Bus,23
2017,3,762,DX,3827,201612,DO,Bus,23
2020,7,201,DX,377,202006,DO,Bus,23
2018,8,92,DX,5998,201806,DO,Bus,23
2012,8,344,DX,2071,201206,DO,Bus,23
2010,3,534,DX,2862,200912,DO,Bus,23
2017,8,760,DX,4250,201706,DO,Bus,23
2010,3,176,DX,1134,200912,DO,Bus,23
2018,10,176,DX,1603,201806,DO,Bus,23
2012,8,83,DX,3406,201206,DO,Bus,23
2009,7,76,DX,10679,200906,DO,Bus,23
2012,10,245,DX,3778,201206,DO,Bus,23
2015,7,66,DX,14022,201506,DO,Bus,23
2016,8,152,DX,11068,201606,DO,Bus,23
2013,10,224,DX,9760,201306,DO,Bus,23
2018,10,794,DX,4091,201806,DO,Bus,23
2011,8,81,DX,15987,201106,DO,Bus,23
2016,8,252,DX,2222,201606,DO,Bus,23
2013,10,720,DX,41818,201306,DO,Bus,23
2018,8,81,DX,13454,201806,DO,Bus,23
2020,7,625,DX,51,202006,PT,Bus,23
2018,8,704,DX,10672,201806,DO,Bus,23
2017,3,177,DX,247,201612,PT,Bus,23
2016,8,4,DX,15205,201606,DO,Bus,23
2019,10,803,DX,30236,201906,DO,Rail,23
2016,3,110,DX,9399,201601,DO,Bus,23
2013,10,83,DX,3925,201306,DO,Bus,23
2012,8,760,DX,6082,201206,DO,Bus,23
2022,8,125,DX,3556,202206,PT,Bus,23
2009,7,40,DX,17677,200906,DO,Bus,23
2010,3,154,DX,928,200912,DO,Bus,23
2016,8,267,DX,2940,201606,DO,Bus,23
2012,8,734,DX,3778,201206,DO,Bus,23
2016,8,750,DX,2883,201606,DO,Bus,23
2016,3,245,DX,2836,201601,DO,Bus,23
2013,10,10,DX,14545,201306,DO,Bus,23
2015,7,4,DX,17557,201506,DO,Bus,23
2016,3,803,DX,37762.6,201601,DO,Rail,23
2015,7,152,DX,11691,201506,DO,Bus,23
2020,7,218,DX,325,202006,PT,Bus,23
2023,8,224,DX,5918,202306,DO,Bus,23
2023,8,164,DX,5428,202306,DO,Bus,23
2022,8,660,DX,751,202206,DO,Bus,23
2015,7,251,DX,9200,201506,DO,Bus,23
2018,8,720,DX,27113,201806,DO,Bus,23
2010,3,53,DX,11428,200912,DO,Bus,23
2015,7,550,DX,1604,201506,DO,Bus,23
2019,10,705,DX,5866,201906,DO,Bus,23
2020,7,51,DX,14665,202006,DO,Bus,23
2020,7,265,DX,535,202006,DO,Bus,23
2010,3,626,DX,140.260869565217,200912,PT,Bus,23
2017,3,28,DX,10381,201612,DO,Bus,23
2010,3,156,DX,2252,200912,DO,Bus,23
2016,3,150,DX,9134,201601,DO,Bus,23
2010,3,204,DX,29178,200912,DO,Bus,23
2015,7,760,DX,4539,201506,DO,Bus,23
2009,7,84,DX,9222,200906,DO,Bus,23
2009,7,205,DX,3374.86956521739,200906,PT,Bus,23
2011,3,126,DX,229,201012,DO,Bus,23
2014,10,804,DX,44891.3277761001,201406,DO,Rail,23
2012,10,30,DX,19377,201206,DO,Bus,23
2012,10,605,DX,2554.39130434783,201206,PT,Bus,23
2022,3,108,DX,11860,202202,DO,Bus,23
2017,8,245,DX,2545,201706,DO,Bus,23
2012,8,620,DX,266,201206,DO,Bus,23
2016,3,209,DX,1018,201601,DO,Bus,23
2017,3,212,DX,12440,201612,DO,Bus,23
2010,3,705,DX,8079,200912,DO,Bus,23
2017,8,460,DX,4785,201706,DO,Bus,23
2022,8,260,DX,8589,202206,DO,Bus,23
2018,8,744,DX,8094,201806,DO,Bus,23
2018,10,40,DX,15094,201806,DO,Bus,23
2014,10,740,DX,3336,201406,DO,Bus,23
2018,8,68,DX,5204,201806,DO,Bus,23
2011,3,741,DX,3057,201012,DO,Bus,23
2016,3,217,DX,7065,201601,DO,Bus,23
2009,7,634,DX,217.434782608696,200906,PT,Bus,23
2017,8,92,DX,4447,201706,DO,Bus,23
2015,7,165,DX,7617,201506,DO,Bus,23
2009,7,60,DX,17642,200906,DO,Bus,23
2018,10,70,DX,10096,201806,DO,Bus,23
2011,8,705,DX,7741,201106,DO,Bus,23
2021,3,78,DX,4033,202012,DO,Bus,23
2015,7,910,DX,14088,201506,DO,Bus,23
2019,10,200,DX,11562,201906,DO,Bus,23
2016,8,120,DX,4079,201606,DO,Bus,23
2010,3,158,DX,2224,200912,DO,Bus,23
2022,3,150,DX,1985,202202,DO,Bus,23
2013,10,176,DX,1976,201306,DO,Bus,23
2022,8,686,DX,205,202206,DO,Bus,23
2017,3,267,DX,3239,201612,DO,Bus,23
2013,10,770,DX,9127,201306,DO,Bus,23
2021,3,60,DX,10283,202012,DO,Bus,23
2011,3,665,DX,817,201012,DO,Bus,23
2022,8,110,DX,5994,202206,DO,Bus,23
2013,10,665,DX,776,201306,DO,Bus,23
2014,10,685,DX,889,201406,DO,Bus,23
