Year,Month,Line,DayType,Riders,Shakeup,Provider,Mode,Days
2019,4,602,SA,591,201812,DO,Bus,4
2014,12,51,SU,14234,201412,DO,Bus,4
2013,5,232,SA,4106,201212,PT,Bus,4
2013,8,152,SU,5873,201306,DO,Bus,4
2018,2,51,SA,19110,201712,DO,Bus,4
2023,8,807,SU,2019,202306,DO,Rail,4
2018,2,245,SA,962,201712,DO,Bus,4
2018,8,224,SA,4482,201806,DO,Bus,4
2009,10,780,SU,2407,200906,DO,Bus,4
2018,11,251,SA,7870,201806,DO,Bus,4
2022,5,268,SA,356,202202,DO,Bus,4
2010,3,4,SU,14314,200912,DO,Bus,4
2023,8,210,SU,7634,202306,DO,Bus,4
2021,4,801,SU,17036,202012,DO,Rail,4
2022,3,236,SA,461,202202,DO,Bus,4
2017,1,51,SA,19173,201612,DO,Bus,4
2023,8,761,SA,3540,202306,DO,Bus,4
2013,2,260,SU,8710,201212,DO,Bus,4
2015,2,81,SU,8915,201412,DO,Bus,4
2011,8,265,SU,806,201106,DO,Bus,4
2017,3,733,SA,7135,201612,DO,Bus,4
2018,2,78,SA,5484,201712,DO,Bus,4
2010,2,164,SU,3349,200912,DO,Bus,4
2014,6,232,SA,4681,201312,PT,Bus,4
2010,6,232,SA,4228.75,200912,PT,Bus,4
2016,2,90,SA,4161,201601,DO,Bus,4
2017,10,901,SA,13996,201706,DO,Bus,4
2021,8,150,SA,1690,202106,DO,Bus,4
2019,10,20,SU,5726,201906,DO,Bus,4
2017,2,745,SA,3109,201612,DO,Bus,4
2019,6,733,SA,6573,201812,DO,Bus,4
2022,4,110,SU,2502,202202,DO,Bus,4
2012,5,266,SA,3440.5,201106,PT,Bus,4
2011,2,757,SU,5563,201012,DO,Bus,4
2019,1,770,SA,3122,201812,DO,Bus,4
2014,6,754,SU,9456,201312,DO,Bus,4
2010,6,243,SA,1026,200912,DO,Bus,4
2022,4,81,SU,4791,202202,DO,Bus,4
2013,6,245,SA,1117,201212,DO,Bus,4
2021,2,804,SA,9792,202012,DO,Rail,4
2014,10,687,SU,931,201406,DO,Bus,4
2018,1,745,SA,2934,201712,DO,Bus,4
2019,6,243,SA,711,201812,DO,Bus,4
2023,3,460,SA,2772,202212,DO,Bus,4
2023,10,134,SA,1001,202306,DO,Bus,4
2016,11,14,SA,9052,201606,DO,Bus,4
2016,12,251,SU,5413,201612,DO,Bus,4
2012,8,115,SA,9941,201206,DO,Bus,4
2018,2,687,SU,607,201712,DO,Bus,4
2018,8,20,SA,7364,201806,DO,Bus,4
2021,11,14,SA,6440,202109,DO,Bus,4
2009,2,20,SA,10300,200812,DO,Bus,4
2010,2,204,SA,17356,200912,DO,Bus,4
2014,7,754,SA,13744,201406,DO,Bus,4
2020,12,163,SU,2235,202012,DO,Bus,4
2009,11,102,SA,1419,200906,DO,Bus,4
2019,5,51,SA,18810,201812,DO,Bus,4
2012,7,704,SA,7515,201206,DO,Bus,4
2023,6,460,SA,2928,202212,DO,Bus,4
2009,10,92,SU,3819,200906,DO,Bus,4
2017,1,910,SA,5573,201612,DO,Bus,4
2019,7,161,SA,668,201906,DO,Bus,4
2009,4,165,SA,5317,200812,DO,Bus,4
2009,11,96,SA,1530.5,200906,PT,Bus,4
2022,8,806,SA,25869,202206,DO,Rail,4
2021,2,163,SA,3544,202012,DO,Bus,4
2022,5,267,SA,469,202202,DO,Bus,4
2011,11,45,SA,16157,201106,DO,Bus,4
2022,1,662,SA,1096,202112,DO,Bus,4
2012,12,45,SU,11279,201212,DO,Bus,4
2013,2,612,SU,976,201212,DO,Bus,4
2016,2,164,SU,2975,201601,DO,Bus,4
2022,12,111,SU,6687,202212,DO,Bus,4
2018,10,14,SA,8465,201806,DO,Bus,4
2017,8,35,SA,4878,201706,DO,Bus,4
2014,6,803,SA,23887.8523809524,201312,DO,Rail,4
2023,6,105,SA,9708,202212,DO,Bus,4
2021,4,245,SU,220,202012,DO,Bus,4
2016,3,53,SA,8921,201601,DO,Bus,4
2016,9,161,SA,642,201606,DO,Bus,4
2021,4,83,SA,1114,202012,DO,Bus,4
2014,4,105,SA,14375,201312,DO,Bus,4
2023,3,212,SU,4487,202212,DO,Bus,4
2023,2,602,SA,527,202212,DO,Bus,4
2023,2,910,SA,6741,202212,DO,Bus,4
2010,3,910,SU,1805,200912,DO,Bus,4
2010,4,180,SA,9555,200912,DO,Bus,4
2011,9,71,SA,690,201106,DO,Bus,4
2023,6,66,SA,9071,202212,DO,Bus,4
2010,2,710,SA,4180,200912,DO,Bus,4
2013,2,165,SU,3834,201212,DO,Bus,4
2021,2,256,SU,409,202012,PT,Bus,4
2013,7,267,SA,1766,201306,DO,Bus,4
2016,11,165,SA,3716,201606,DO,Bus,4
2014,6,806,SU,14596.5500297062,201312,DO,Rail,4
2019,2,234,SU,4118,201812,DO,Bus,4
2015,3,760,SA,3063,201412,DO,Bus,4
2019,4,200,SA,8815,201812,DO,Bus,4
2012,4,901,SA,15355,201106,DO,Bus,4
2014,9,105,SA,13449,201406,DO,Bus,4
2013,9,110,SA,6025,201306,DO,Bus,4
2013,10,105,SA,14625,201306,DO,Bus,4
2015,3,260,SA,11186,201412,DO,Bus,4
2010,3,910,SA,2566,200912,DO,Bus,4
2018,8,94,SU,4428,201806,DO,Bus,4
2009,10,485,SU,1112,200906,DO,Bus,4
2009,12,224,SU,4228,200912,DO,Bus,4
2011,9,754,SA,16108,201106,DO,Bus,4
2014,7,71,SA,692,201406,DO,Bus,4
2015,2,246,SA,1896,201412,DO,Bus,4
2018,2,76,SU,5057,201712,DO,Bus,4
2019,5,14,SA,8434,201812,DO,Bus,4
2022,12,550,SU,70,202212,DO,Bus,4
2021,4,217,SA,3186,202012,DO,Bus,4
2016,8,180,SU,9386,201606,DO,Bus,4
2016,11,665,SA,220,201606,DO,Bus,4
2016,4,201,SU,631,201601,DO,Bus,4
2016,11,111,SA,11683,201606,DO,Bus,4
2009,9,236,SA,865,200906,DO,Bus,4
2015,2,165,SA,4649,201412,DO,Bus,4
2022,11,212,SA,5705,202210,DO,Bus,4
2013,4,111,SU,12145,201212,DO,Bus,4
2021,2,96,SA,344,202012,PT,Bus,4
2021,2,115,SU,3907,202012,DO,Bus,4
2017,3,224,SU,3468,201612,DO,Bus,4
2023,2,60,SA,8566,202212,DO,Bus,4
2019,5,78,SA,5515,201812,DO,Bus,4
2015,2,218,SA,671,201412,PT,Bus,4
2012,5,53,SA,10013,201106,DO,Bus,4
2010,2,287,SA,1278,200912,DO,Bus,4
2011,5,207,SA,23055,201012,DO,Bus,4
2009,4,256,SU,806.25,200812,PT,Bus,4
2012,10,166,SA,3268,201206,DO,Bus,4
2018,11,460,SA,3486,201806,DO,Bus,4
2024,2,801,SA,50595,202312,DO,Rail,4
2015,11,55,SA,5670,201506,DO,Bus,4
2010,11,204,SA,19184,201006,DO,Bus,4
2015,11,534,SA,2028,201506,DO,Bus,4
2011,1,224,SA,6747,201012,DO,Bus,4
2018,12,222,SU,630,201812,DO,Bus,4
2023,8,244,SA,762,202306,DO,Bus,4
2023,2,233,SU,7886,202212,DO,Bus,4
2016,4,120,SU,1732,201601,DO,Bus,4
2022,8,662,SU,772,202206,DO,Bus,4
2014,4,130,SU,1532,201312,PT,Bus,4
2011,4,757,SU,5498,201012,DO,Bus,4
2018,2,2,SU,6485,201712,DO,Bus,4
2012,11,745,SA,4909,201206,DO,Bus,4
2024,2,115,SU,5636,202312,DO,Bus,4
2022,1,53,SA,4950,202112,DO,Bus,4
2011,4,14,SU,8614,201012,DO,Bus,4
2011,3,760,SU,3139,201012,DO,Bus,4
2017,3,224,SA,4517,201612,DO,Bus,4
2014,6,115,SU,7946,201312,DO,Bus,4
2009,4,802,SU,89734.508,200812,DO,Rail,4
2018,10,152,SU,4764,201806,DO,Bus,4
2022,1,40,SA,7314,202112,DO,Bus,4
2015,3,704,SA,9122,201412,DO,Bus,4
2014,12,53,SU,5829,201412,DO,Bus,4
2017,2,4,SA,12060,201612,DO,Bus,4
2023,1,212,SA,5180,202212,DO,Bus,4
2017,3,230,SA,2211,201612,DO,Bus,4
2011,1,754,SA,15494,201012,DO,Bus,4
2021,8,28,SA,5680,202106,DO,Bus,4
2012,1,180,SA,11787,201106,DO,Bus,4
2013,2,164,SU,3353,201212,DO,Bus,4
2016,2,292,SA,1524,201601,DO,Bus,4
2019,5,224,SA,4412,201812,DO,Bus,4
2023,6,251,SA,8681,202212,DO,Bus,4
2011,4,35,SU,3561,201012,DO,Bus,4
2016,12,232,SU,2747,201612,PT,Bus,4
2010,8,780,SA,2657,201006,DO,Bus,4
2011,2,745,SA,5149,201012,DO,Bus,4
2013,2,704,SU,6542,201212,DO,Bus,4
2018,7,210,SA,7624,201806,DO,Bus,4
2013,1,450,SA,496,201212,DO,Bus,4
2010,8,158,SA,1185,201006,DO,Bus,4
2021,3,161,SU,270,202012,DO,Bus,4
2015,11,180,SA,11771,201506,DO,Bus,4
2014,1,222,SA,744,201312,DO,Bus,4
2015,4,94,SA,7052,201412,DO,Bus,4
2020,11,232,SA,2372,202010,PT,Bus,4
2011,6,117,SA,7365,201012,DO,Bus,4
2015,4,4,SU,12156,201412,DO,Bus,4
2017,5,612,SA,902,201612,DO,Bus,4
2020,9,53,SA,5521,202006,DO,Bus,4
2013,6,268,SA,1466,201212,DO,Bus,4
2023,5,246,SA,2084,202212,DO,Bus,4
2023,2,76,SA,3743,202212,DO,Bus,4
2016,6,260,SA,9362,201601,DO,Bus,4
2014,12,92,SU,2602,201412,DO,Bus,4
2013,2,92,SU,3122,201212,DO,Bus,4
2010,9,611,SA,1765,201006,DO,Bus,4
2011,6,201,SA,612,201012,DO,Bus,4
2022,10,550,SA,386,202206,DO,Bus,4
2013,7,687,SA,1154,201306,DO,Bus,4
2017,11,206,SA,7588,201706,DO,Bus,4
2021,8,720,SA,12628,202106,DO,Bus,4
2023,3,224,SA,3497,202212,DO,Bus,4
2021,3,251,SA,5558,202012,DO,Bus,4
2020,3,28,SA,5195,201912,DO,Bus,4
2014,10,33,SA,9284,201406,DO,Bus,4
2016,11,603,SA,5553,201606,PT,Bus,4
2022,1,233,SA,7416,202112,DO,Bus,4
2017,8,180,SU,8746,201706,DO,Bus,4
2022,4,665,SU,181,202202,DO,Bus,4
2021,2,55,SU,2446,202012,DO,Bus,4
2009,4,28,SU,7397,200812,DO,Bus,4
2016,9,254,SA,486,201606,PT,Bus,4
2017,8,603,SU,5197,201706,PT,Bus,4
2016,2,218,SU,524,201601,PT,Bus,4
2015,3,210,SA,10573,201412,DO,Bus,4
2021,4,105,SA,8298,202012,DO,Bus,4
2012,7,265,SA,1050,201206,DO,Bus,4
2017,2,246,SA,1536,201612,DO,Bus,4
2011,2,40,SU,16857,201012,DO,Bus,4
2011,1,166,SA,3434,201012,DO,Bus,4
2013,4,803,SU,19051.3482632698,201212,DO,Rail,4
2023,11,78,SA,4384,202306,DO,Bus,4
2012,10,158,SU,1015,201206,DO,Bus,4
2013,10,251,SA,9579,201306,DO,Bus,4
2021,3,2,SA,4445,202012,DO,Bus,4
2011,9,245,SA,1510,201106,DO,Bus,4
2019,8,222,SU,733,201906,DO,Bus,4
2022,1,224,SA,2723,202112,DO,Bus,4
2013,7,201,SA,752,201306,DO,Bus,4
2018,8,460,SU,2947,201806,DO,Bus,4
2016,8,487,SA,1181,201606,DO,Bus,4
2010,2,205,SU,1465.75,200912,PT,Bus,4
2010,12,754,SU,8051,201012,DO,Bus,4
2019,10,754,SU,9555,201906,DO,Bus,4
2022,8,236,SU,492,202206,DO,Bus,4
2018,1,801,SA,33280,201712,DO,Rail,4
2010,11,751,SA,2398,201006,DO,Bus,4
2016,2,71,SU,554,201601,DO,Bus,4
2019,2,14,SU,5901,201812,DO,Bus,4
2021,2,267,SU,605,202012,DO,Bus,4
2015,10,292,SU,1338,201506,DO,Bus,4
2018,1,252,SA,737,201712,DO,Bus,4
2023,8,180,SA,6948,202306,DO,Bus,4
2023,8,230,SA,1776,202306,DO,Bus,4
2014,4,770,SA,4789,201312,DO,Bus,4
2011,6,232,SA,3528,201012,PT,Bus,4
2018,11,260,SA,8204,201806,DO,Bus,4
2009,10,83,SU,3483,200906,DO,Bus,4
2010,9,534,SA,2182,201006,DO,Bus,4
2011,8,260,SU,8345,201106,DO,Bus,4
2016,11,207,SA,19957,201606,DO,Bus,4
2013,5,687,SA,1190,201212,DO,Bus,4
2012,11,90,SA,4067,201206,DO,Bus,4
2021,2,70,SU,3754,202012,DO,Bus,4
2011,2,90,SA,3921,201012,DO,Bus,4
2019,4,265,SA,781,201812,DO,Bus,4
2013,4,720,SU,22455,201212,DO,Bus,4
2017,11,111,SA,11544,201706,DO,Bus,4
2019,4,180,SA,9337,201812,DO,Bus,4
2019,12,687,SU,481,201912,DO,Bus,4
2013,4,254,SA,484,201212,PT,Bus,4
2023,11,152,SA,6530,202306,DO,Bus,4
2019,4,180,SU,7688,201812,DO,Bus,4
2017,11,155,SA,844,201706,DO,Bus,4
2019,4,2,SU,6272,201812,DO,Bus,4
2011,3,2,SU,9165,201012,DO,Bus,4
2015,3,252,SA,1034,201412,DO,Bus,4
2019,1,605,SA,653,201812,PT,Bus,4
2024,2,154,SU,300,202312,DO,Bus,4
2014,10,204,SA,18760,201406,DO,Bus,4
2017,3,806,SU,40340,201612,DO,Rail,4
2016,12,68,SU,4028,201612,DO,Bus,4
2019,10,108,SU,6313,201906,DO,Bus,4
2009,11,270,SA,932,200906,PT,Bus,4
2016,5,71,SA,632,201601,DO,Bus,4
2020,1,115,SA,8281,201912,DO,Bus,4
2023,2,111,SA,8483,202212,DO,Bus,4
2009,10,42,SU,1547,200906,DO,Bus,4
2015,6,66,SA,12060,201412,DO,Bus,4
2021,4,71,SU,306,202012,DO,Bus,4
2022,3,4,SA,15303,202202,DO,Bus,4
2012,11,16,SA,19951,201206,DO,Bus,4
2015,2,200,SA,11437,201412,DO,Bus,4
2019,2,81,SU,5698,201812,DO,Bus,4
2010,2,754,SU,11006,200912,DO,Bus,4
2011,1,62,SA,2399,201012,DO,Bus,4
2017,8,45,SU,9578,201706,DO,Bus,4
2014,1,704,SA,7129,201312,DO,Bus,4
2016,2,803,SU,13928.9148928977,201601,DO,Rail,4
2009,4,780,SU,2136,200812,DO,Bus,4
2016,4,218,SU,520,201601,PT,Bus,4
2015,10,801,SU,38877.4669695957,201506,DO,Rail,4
2012,3,305,SU,1249,201106,DO,Bus,4
2013,4,102,SU,1718,201212,DO,Bus,4
2022,9,16,SA,12608,202206,DO,Bus,4
2013,8,745,SU,2864,201306,DO,Bus,4
2012,10,222,SA,816,201206,DO,Bus,4
2011,8,90,SU,2958,201106,DO,Bus,4
2015,4,550,SU,550,201412,DO,Bus,4
2009,12,245,SU,462,200912,DO,Bus,4
2010,12,20,SU,4936,201012,DO,Bus,4
2024,2,167,SA,980,202312,PT,Bus,4
2022,10,76,SA,3723,202206,DO,Bus,4
2018,11,234,SA,6625,201806,DO,Bus,4
2011,2,200,SA,12516,201012,DO,Bus,4
2013,7,71,SA,649,201306,DO,Bus,4
2021,3,155,SU,249,202012,DO,Bus,4
2016,4,16,SU,13525,201601,DO,Bus,4
2013,9,111,SA,15312,201306,DO,Bus,4
2009,10,761,SU,5017,200906,DO,Bus,4
2019,12,16,SU,10777,201912,DO,Bus,4
2022,1,246,SA,1364,202112,DO,Bus,4
2010,11,605,SA,862.75,201006,PT,Bus,4
2019,4,152,SA,6291,201812,DO,Bus,4
2016,4,206,SU,6975,201601,DO,Bus,4
2022,12,164,SU,1878,202212,DO,Bus,4
2022,9,534,SA,906,202206,DO,Bus,4
2014,10,96,SA,873,201406,PT,Bus,4
2021,2,115,SA,4734,202012,DO,Bus,4
2021,2,201,SA,417,202012,DO,Bus,4
2011,8,603,SU,4099.25,201106,PT,Bus,4
2021,8,14,SA,6399,202106,DO,Bus,4
2018,10,232,SU,2753,201806,PT,Bus,4
2009,2,270,SA,1079,200812,PT,Bus,4
2019,6,33,SA,7633,201812,DO,Bus,4
2009,4,802,SA,96635.691,200812,DO,Rail,4
2017,3,10,SA,7261,201612,DO,Bus,4
2021,4,803,SU,6814,202012,DO,Rail,4
2019,10,224,SU,3682,201906,DO,Bus,4
2011,2,236,SA,780,201012,DO,Bus,4
2019,8,62,SU,2220,201906,DO,Bus,4
2024,2,18,SU,12589,202312,DO,Bus,4
2013,9,51,SA,24814,201306,DO,Bus,4
2019,7,260,SA,7886,201906,DO,Bus,4
2023,6,901,SA,9251,202212,DO,Bus,4
2013,4,28,SU,6909,201212,DO,Bus,4
2010,6,4,SA,19224,200912,DO,Bus,4
2009,11,166,SA,3737,200906,DO,Bus,4
2009,12,612,SU,1322,200912,DO,Bus,4
2022,1,155,SA,595,202112,DO,Bus,4
2017,6,66,SA,9727,201612,DO,Bus,4
2022,4,51,SU,10048,202202,DO,Bus,4
2009,4,180,SA,9646,200812,DO,Bus,4
2014,6,550,SU,586,201312,DO,Bus,4
2021,4,802,SU,35985,202012,DO,Rail,4
2010,12,487,SU,747,201012,DO,Bus,4
2017,3,152,SU,5031,201612,DO,Bus,4
2014,6,910,SU,4439,201312,DO,Bus,4
2024,2,28,SA,7007,202312,DO,Bus,4
2018,2,10,SA,6774,201712,DO,Bus,4
2018,1,236,SA,595,201712,DO,Bus,4
2012,10,268,SA,1463,201206,DO,Bus,4
2022,1,115,SA,4959,202112,DO,Bus,4
2010,12,102,SU,747,201012,DO,Bus,4
2015,2,45,SU,11646,201412,DO,Bus,4
2010,12,70,SU,8249,201012,DO,Bus,4
2010,3,751,SA,3095,200912,DO,Bus,4
2012,8,28,SA,9583,201206,DO,Bus,4
2021,11,602,SA,631,202109,DO,Bus,4
2021,4,183,SU,334,202012,DO,Bus,4
2022,1,256,SA,533,202112,PT,Bus,4
2023,3,602,SA,568,202212,DO,Bus,4
2018,10,212,SA,7739,201806,DO,Bus,4
2022,10,222,SA,600,202206,DO,Bus,4
2019,2,804,SU,25650,201812,DO,Rail,4
2013,2,200,SU,9937,201212,DO,Bus,4
2016,4,251,SU,5998,201601,DO,Bus,4
2015,9,35,SA,6291,201506,DO,Bus,4
2012,10,81,SU,9593,201206,DO,Bus,4
2010,12,200,SU,7461,201012,DO,Bus,4
2017,10,733,SA,6905,201706,DO,Bus,4
2011,6,260,SA,10998,201012,DO,Bus,4
2019,2,602,SU,360,201812,DO,Bus,4
2019,10,68,SU,3999,201906,DO,Bus,4
2011,6,611,SA,1343,201012,DO,Bus,4
2017,2,180,SU,8132,201612,DO,Bus,4
2019,4,246,SA,1679,201812,DO,Bus,4
2017,5,111,SA,11793,201612,DO,Bus,4
2009,10,28,SU,7525,200906,DO,Bus,4
2011,9,94,SA,8211,201106,DO,Bus,4
2016,2,254,SA,463,201601,PT,Bus,4
2023,2,804,SU,13172,202212,DO,Rail,4
2010,3,804,SU,20447.133,200912,DO,Rail,4
2022,12,611,SU,802,202212,DO,Bus,4
2012,7,152,SA,7660,201206,DO,Bus,4
2018,10,180,SA,9739,201806,DO,Bus,4
2013,2,18,SA,18981,201212,DO,Bus,4
2013,1,534,SA,1832,201212,DO,Bus,4
2020,12,60,SU,5244,202012,DO,Bus,4
2018,8,40,SA,10146,201806,DO,Bus,4
2013,1,268,SA,1354,201212,DO,Bus,4
2012,8,204,SU,18357,201206,DO,Bus,4
2015,10,720,SU,19840,201506,DO,Bus,4
2010,6,794,SA,3419,200912,DO,Bus,4
2013,12,18,SU,12727,201312,DO,Bus,4
2011,3,10,SA,8162,201012,DO,Bus,4
2012,2,45,SA,17855,201106,DO,Bus,4
2010,3,206,SA,9335,200912,DO,Bus,4
2016,12,96,SU,530,201612,PT,Bus,4
2016,9,30,SA,10915,201606,DO,Bus,4
2010,3,687,SA,1142,200912,DO,Bus,4
2013,2,164,SA,4978,201212,DO,Bus,4
2009,12,105,SU,8375,200912,DO,Bus,4
2017,3,222,SU,671,201612,DO,Bus,4
2020,12,487,SU,403,202012,DO,Bus,4
2022,3,246,SA,1197,202202,DO,Bus,4
2023,3,205,SU,972,202212,PT,Bus,4
2016,12,180,SU,8525,201612,DO,Bus,4
2015,6,96,SA,914,201412,PT,Bus,4
2024,2,154,SA,421,202312,DO,Bus,4
2012,2,45,SU,12979,201106,DO,Bus,4
2014,1,166,SA,3317,201312,DO,Bus,4
2019,4,2,SA,7825,201812,DO,Bus,4
2022,9,55,SA,3929,202206,DO,Bus,4
2012,1,710,SA,3501,201106,DO,Bus,4
2013,4,152,SU,5872,201212,DO,Bus,4
2014,10,76,SA,7138,201406,DO,Bus,4
2015,6,115,SA,10229,201412,DO,Bus,4
2016,11,180,SA,10171,201606,DO,Bus,4
2020,2,224,SU,3649,201912,DO,Bus,4
2019,7,18,SA,12003,201906,DO,Bus,4
2013,4,665,SU,190,201212,DO,Bus,4
2022,10,210,SA,8579,202206,DO,Bus,4
2016,3,207,SU,17167,201601,DO,Bus,4
2010,2,180,SA,8607,200912,DO,Bus,4
2011,1,222,SA,746,201012,DO,Bus,4
2011,3,760,SA,4936,201012,DO,Bus,4
2015,3,51,SA,23746,201412,DO,Bus,4
2020,1,167,SA,1164,201912,PT,Bus,4
2018,11,720,SA,18044,201806,DO,Bus,4
2014,6,115,SA,10517,201312,DO,Bus,4
2022,8,236,SA,638,202206,DO,Bus,4
2021,4,550,SU,305,202012,DO,Bus,4
2022,4,96,SU,389,202202,PT,Bus,4
2019,2,710,SA,3365,201812,DO,Bus,4
2021,8,70,SA,9790,202106,DO,Bus,4
2010,3,167,SU,785.75,200912,PT,Bus,4
2010,11,220,SA,131,201006,DO,Bus,4
2013,7,487,SA,1294,201306,DO,Bus,4
2013,4,733,SA,11681,201212,DO,Bus,4
2017,11,10,SA,6738,201706,DO,Bus,4
2011,3,754,SA,16030,201012,DO,Bus,4
2019,7,501,SA,499,201906,PT,Bus,4
2020,2,602,SU,379,201912,DO,Bus,4
2022,12,14,SU,4702,202212,DO,Bus,4
2009,2,96,SU,1053,200812,PT,Bus,4
2012,11,14,SA,10783,201206,DO,Bus,4
2010,4,10,SU,5745,200912,DO,Bus,4
2010,3,206,SU,7447,200912,DO,Bus,4
2011,8,18,SA,19995,201106,DO,Bus,4
2015,6,105,SA,13374,201412,DO,Bus,4
2015,9,222,SA,972,201506,DO,Bus,4
2010,6,611,SA,1865,200912,DO,Bus,4
2011,8,18,SU,14253,201106,DO,Bus,4
2016,3,740,SA,2135,201601,DO,Bus,4
2019,4,733,SU,5614,201812,DO,Bus,4
2022,10,802,SA,62027,202206,DO,Rail,4
2015,4,292,SU,1368,201412,DO,Bus,4
2023,10,210,SA,10332,202306,DO,Bus,4
2022,11,2,SA,13217,202210,DO,Bus,4
2022,4,242,SU,572,202202,DO,Bus,4
2011,1,84,SA,7247,201012,DO,Bus,4
2022,11,51,SA,13505,202210,DO,Bus,4
2021,2,550,SA,364,202012,DO,Bus,4
2009,11,200,SA,12210,200906,DO,Bus,4
2020,1,265,SA,730,201912,DO,Bus,4
2010,12,53,SU,4979,201012,DO,Bus,4
2012,8,687,SU,1004,201206,DO,Bus,4
2012,12,687,SU,855,201212,DO,Bus,4
2013,4,164,SU,3404,201212,DO,Bus,4
2010,12,81,SU,7664,201012,DO,Bus,4
2021,11,55,SA,4238,202109,DO,Bus,4
2019,10,45,SA,11893,201906,DO,Bus,4
2015,10,165,SU,3230,201506,DO,Bus,4
2022,1,603,SA,5497,202112,PT,Bus,4
2016,3,158,SU,871,201601,DO,Bus,4
2024,2,210,SU,8151,202312,DO,Bus,4
2022,1,152,SA,3914,202112,DO,Bus,4
2016,11,268,SA,1222,201606,DO,Bus,4
2011,2,111,SA,13629,201012,DO,Bus,4
2014,12,18,SU,11416,201412,DO,Bus,4
2016,3,62,SA,3007,201601,DO,Bus,4
2021,11,161,SA,506,202109,DO,Bus,4
2009,10,224,SU,4708,200906,DO,Bus,4
2021,4,102,SA,1438,202012,DO,Bus,4
2015,4,534,SU,1435,201412,DO,Bus,4
2015,11,224,SA,4676,201506,DO,Bus,4
2016,3,105,SA,12214,201601,DO,Bus,4
2010,3,163,SU,5723,200912,DO,Bus,4
2023,1,105,SA,8207,202212,DO,Bus,4
2010,9,344,SA,1273,201006,DO,Bus,4
2014,4,66,SA,14059,201312,DO,Bus,4
2015,9,125,SA,3539,201506,PT,Bus,4
2010,4,287,SA,1275,200912,DO,Bus,4
2016,8,71,SU,515,201606,DO,Bus,4
2011,8,51,SU,15321,201106,DO,Bus,4
2023,2,35,SU,1936,202212,DO,Bus,4
2014,12,260,SU,7668,201412,DO,Bus,4
2009,11,605,SA,963.75,200906,PT,Bus,4
2010,3,55,SA,7799,200912,DO,Bus,4
2019,2,205,SU,1207,201812,PT,Bus,4
2023,2,94,SA,4143,202212,DO,Bus,4
2016,4,164,SU,3002,201601,DO,Bus,4
2019,12,210,SU,7531,201912,DO,Bus,4
2009,9,740,SA,7390,200906,DO,Bus,4
2022,8,246,SU,1067,202206,DO,Bus,4
2019,4,94,SA,5663,201812,DO,Bus,4
2019,10,108,SA,9516,201906,DO,Bus,4
2015,11,81,SA,11116,201506,DO,Bus,4
2022,9,125,SA,2279,202206,PT,Bus,4
2011,2,78,SU,6008,201012,DO,Bus,4
2009,12,222,SU,563,200912,DO,Bus,4
2016,8,92,SU,2693,201606,DO,Bus,4
2020,9,704,SA,4237,202006,DO,Bus,4
2013,4,803,SA,24904.5101940035,201212,DO,Rail,4
2018,10,45,SU,8764,201806,DO,Bus,4
2024,1,161,SA,520,202312,DO,Bus,4
2009,6,205,SA,1395,200812,PT,Bus,4
2011,5,110,SA,5939,201012,DO,Bus,4
2019,4,105,SU,7525,201812,DO,Bus,4
2012,4,105,SA,14641,201106,DO,Bus,4
2014,6,605,SU,776,201312,PT,Bus,4
2017,2,180,SA,9846,201612,DO,Bus,4
2021,4,53,SU,3897,202012,DO,Bus,4
2023,2,90,SA,2871,202212,DO,Bus,4
2022,5,169,SA,738,202202,DO,Bus,4
2011,3,232,SU,2632.5,201012,PT,Bus,4
2014,12,55,SU,3781,201412,DO,Bus,4
2012,2,94,SA,8012,201106,DO,Bus,4
2013,1,200,SA,11925,201212,DO,Bus,4
2013,10,161,SA,789,201306,DO,Bus,4
2022,8,603,SA,6298,202206,PT,Bus,4
2017,6,115,SA,9139,201612,DO,Bus,4
2015,9,344,SA,1171,201506,DO,Bus,4
2017,6,487,SA,1159,201612,DO,Bus,4
2010,4,70,SU,9860,200912,DO,Bus,4
2012,11,804,SA,22417.5823518362,201206,DO,Rail,4
2009,2,102,SU,1122,200812,DO,Bus,4
2011,8,246,SU,1444,201106,DO,Bus,4
2016,3,234,SA,6541,201601,DO,Bus,4
2009,3,439,SA,583,200812,DO,Bus,4
2019,2,204,SA,12736,201812,DO,Bus,4
2023,1,117,SA,4169,202212,DO,Bus,4
2022,11,16,SA,13204,202210,DO,Bus,4
2017,6,78,SA,5817,201612,DO,Bus,4
2023,3,212,SA,5659,202212,DO,Bus,4
2009,11,251,SA,5892,200906,DO,Bus,4
2021,4,801,SA,20931,202012,DO,Rail,4
2011,8,233,SA,11642,201106,DO,Bus,4
2023,11,167,SA,966,202306,PT,Bus,4
2020,3,130,SA,923,201912,PT,Bus,4
2009,2,212,SU,5184,200812,DO,Bus,4
2010,4,30,SU,12794,200912,DO,Bus,4
2018,2,158,SA,970,201712,DO,Bus,4
2017,6,158,SA,1132,201612,DO,Bus,4
2010,9,111,SA,14212,201006,DO,Bus,4
2015,4,117,SA,6875,201412,DO,Bus,4
2012,8,90,SU,2926,201206,DO,Bus,4
2014,6,344,SU,940,201312,DO,Bus,4
2009,4,260,SA,8595,200812,DO,Bus,4
2017,2,501,SU,359,201612,PT,Bus,4
2016,2,603,SU,5469,201601,PT,Bus,4
2017,1,222,SA,773,201612,DO,Bus,4
